,reinspection,recent_inspection,task_force,special_event,canvass,closeup,liquor,fire,no_entry,complaint,license,risk,prev_fail,cumulative_failures,ever_failed,cumulative_inspections,proportion_past_failures,days_since_last_inspection,tmax,tmin,tmax_3,tmax_5,ward,police_district,cluster,crime_count_theft,crime_count_burglary,crime_count_other_crime,sanitation_violation_count,inspection_week,risk_description_All,risk_description_Missing,risk_description_Risk 1 (High),risk_description_Risk 2 (Medium),risk_description_Risk 3 (Low),conditional_approval_Missing,conditional_approval_N,conditional_approval_Y,license_status_AAC,license_status_AAI,license_status_Missing,license_status_REV,inspection_weekday_Friday,inspection_weekday_Monday,inspection_weekday_Saturday,inspection_weekday_Sunday,inspection_weekday_Thursday,inspection_weekday_Tuesday,inspection_weekday_Wednesday
1347,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0.0,0.0,73.0,66.0,76.6666666667,77.2,11.0,9.0,5070.0,11.0,8.0,53.0,122.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1346,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0.0,769.0,73.0,66.0,76.6666666667,77.2,39.0,17.0,8650.0,44.0,3.0,96.0,60.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1345,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,225.0,73.0,66.0,76.6666666667,77.2,38.0,16.0,8130.0,10.0,6.0,36.0,23.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1375,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0.0,149.0,73.0,66.0,76.6666666667,77.2,44.0,19.0,8167.0,35.0,3.0,61.0,64.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1341,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.0,574.0,73.0,66.0,76.6666666667,77.2,43.0,19.0,7667.0,31.0,11.0,32.0,76.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,0.0,0.0,73.0,66.0,76.6666666667,77.2,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1344,1,0,0,0,1,0,0,0,0,0,0,1,1,5,1,10,0.5,7.0,73.0,66.0,76.6666666667,77.2,47.0,19.0,8660.0,15.0,3.0,26.0,18.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1343,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,303.0,73.0,66.0,76.6666666667,77.2,0.0,0.0,6776.0,25.0,1.0,54.0,11.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1342,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,0.0,0.0,73.0,66.0,76.6666666667,77.2,6.0,6.0,2879.0,30.0,25.0,185.0,77.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1355,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0.0,51.0,73.0,66.0,76.6666666667,77.2,11.0,9.0,5373.0,14.0,3.0,32.0,82.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1356,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,0.666666666667,56.0,73.0,66.0,76.6666666667,77.2,49.0,24.0,9466.0,34.0,3.0,78.0,43.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1351,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,345.0,73.0,66.0,76.6666666667,77.2,40.0,20.0,8864.0,19.0,5.0,40.0,33.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1358,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0.0,0.0,73.0,66.0,76.6666666667,77.2,11.0,9.0,5070.0,11.0,8.0,53.0,122.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1373,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,416.0,73.0,66.0,76.6666666667,77.2,35.0,17.0,8451.0,13.0,4.0,47.0,83.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1372,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,73.0,66.0,76.6666666667,77.2,35.0,17.0,8651.0,36.0,9.0,86.0,114.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1371,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0.0,261.0,73.0,66.0,76.6666666667,77.2,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1370,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,310.0,73.0,66.0,76.6666666667,77.2,0.0,0.0,4971.0,16.0,3.0,32.0,65.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1369,1,0,0,0,0,0,0,0,0,1,0,1,1,6,1,26,0.230769230769,7.0,73.0,66.0,76.6666666667,77.2,0.0,0.0,2475.0,45.0,3.0,121.0,37.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1357,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0.0,0.0,73.0,66.0,76.6666666667,77.2,6.0,3.0,3077.0,14.0,7.0,68.0,22.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1367,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.0,91.0,73.0,66.0,76.6666666667,77.2,42.0,1.0,6375.0,352.0,7.0,219.0,72.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1366,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,0.0,73.0,66.0,76.6666666667,77.2,44.0,19.0,7770.0,53.0,8.0,47.0,82.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1368,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,317.0,73.0,66.0,76.6666666667,77.2,2.0,18.0,7366.0,27.0,5.0,14.0,42.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1364,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,73.0,66.0,76.6666666667,77.2,15.0,9.0,4466.0,6.0,1.0,23.0,25.0,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1359,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,0.0,73.0,66.0,76.6666666667,77.2,42.0,1.0,6373.0,162.0,9.0,185.0,77.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1361,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0.0,336.0,73.0,66.0,76.6666666667,77.2,0.0,0.0,7260.0,33.0,9.0,69.0,161.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1365,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,73.0,66.0,76.6666666667,77.2,15.0,9.0,4466.0,6.0,1.0,23.0,25.0,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1362,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0.0,100.0,73.0,66.0,76.6666666667,77.2,2.0,18.0,6775.0,611.0,5.0,341.0,24.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1363,1,0,0,0,0,0,0,0,0,1,0,1,1,3,1,7,0.428571428571,9.0,73.0,66.0,76.6666666667,77.2,45.0,16.0,8542.0,8.0,4.0,41.0,15.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1304,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,8.0,82.0,65.0,75.6666666667,78.4,16.0,7.0,3669.0,21.0,10.0,137.0,15.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0.0,338.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,0.0,283.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,6775.0,611.0,5.0,341.0,24.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0.0,326.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,0.0,82.0,65.0,75.6666666667,78.4,47.0,19.0,8559.0,24.0,2.0,33.0,44.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,1,0,0,0,0,0,0,0,0,1,0,2,1,3,1,14,0.214285714286,7.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,7066.0,40.0,2.0,21.0,29.0,37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0.0,0.0,82.0,65.0,75.6666666667,78.4,40.0,19.0,8659.0,25.0,2.0,59.0,36.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,0.0,290.0,82.0,65.0,75.6666666667,78.4,9.0,5.0,975.0,15.0,11.0,100.0,74.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0.0,0.0,82.0,65.0,75.6666666667,78.4,18.0,8.0,3258.0,11.0,6.0,54.0,29.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,417.0,82.0,65.0,75.6666666667,78.4,39.0,17.0,9349.0,9.0,2.0,14.0,13.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0.0,476.0,82.0,65.0,75.6666666667,78.4,43.0,18.0,7373.0,7.0,0.0,6.0,1.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,11,0.0,7.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,5951.0,30.0,9.0,368.0,58.0,37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,393.0,82.0,65.0,75.6666666667,78.4,46.0,0.0,8567.0,90.0,5.0,331.0,108.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,599.0,82.0,65.0,75.6666666667,78.4,5.0,2.0,3880.0,20.0,0.0,32.0,1.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,389.0,82.0,65.0,75.6666666667,78.4,40.0,0.0,8964.0,35.0,1.0,52.0,26.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,535.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,7962.0,15.0,6.0,18.0,114.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0.0,277.0,82.0,65.0,75.6666666667,78.4,8.0,4.0,2485.0,62.0,9.0,80.0,29.0,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0.0,0.0,82.0,65.0,75.6666666667,78.4,1.0,12.0,6857.0,20.0,1.0,99.0,41.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,0.0,82.0,65.0,75.6666666667,78.4,50.0,24.0,9358.0,10.0,7.0,57.0,54.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0.0,133.0,82.0,65.0,75.6666666667,78.4,44.0,19.0,8068.0,108.0,7.0,234.0,53.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0.0,0.0,82.0,65.0,75.6666666667,78.4,42.0,1.0,6275.0,352.0,6.0,377.0,26.0,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,220.0,82.0,65.0,75.6666666667,78.4,27.0,18.0,7070.0,23.0,2.0,23.0,9.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0.0,338.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0.0,82.0,65.0,75.6666666667,78.4,25.0,1.0,6071.0,8.0,1.0,26.0,0.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,4,0.25,2.0,82.0,65.0,75.6666666667,78.4,43.0,19.0,7571.0,59.0,6.0,57.0,403.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,4,0.5,1.0,82.0,65.0,75.6666666667,78.4,27.0,12.0,6369.0,49.0,6.0,57.0,40.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,442.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,8662.0,18.0,1.0,40.0,41.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0.0,0.0,82.0,65.0,75.6666666667,78.4,1.0,12.0,6857.0,20.0,1.0,99.0,41.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,82.0,65.0,75.6666666667,78.4,33.0,17.0,8257.0,15.0,0.0,26.0,489.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,702.0,82.0,65.0,75.6666666667,78.4,42.0,1.0,6473.0,127.0,10.0,133.0,23.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,1,0,0,0,0,0,0,0,0,1,0,2,1,2,1,10,0.2,8.0,82.0,65.0,75.6666666667,78.4,43.0,19.0,7669.0,51.0,1.0,50.0,122.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,371.0,82.0,65.0,75.6666666667,78.4,33.0,17.0,8656.0,6.0,3.0,56.0,15.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16,0.0,28.0,82.0,65.0,75.6666666667,78.4,12.0,10.0,5355.0,14.0,4.0,120.0,36.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,4081.0,7.0,11.0,24.0,16.0,37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5,0.2,8.0,82.0,65.0,75.6666666667,78.4,44.0,0.0,7869.0,152.0,5.0,137.0,36.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0.0,0.0,82.0,65.0,75.6666666667,78.4,27.0,11.0,6653.0,21.0,8.0,337.0,69.0,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,1,0,0,0,1,0,0,0,0,0,0,1,1,4,1,6,0.666666666667,7.0,82.0,65.0,75.6666666667,78.4,50.0,24.0,9360.0,19.0,6.0,74.0,57.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0.0,16.0,82.0,65.0,75.6666666667,78.4,39.0,0.0,9148.0,2.0,2.0,6.0,4.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0.0,274.0,82.0,65.0,75.6666666667,78.4,22.0,10.0,5352.0,22.0,3.0,70.0,25.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,38,0.0,116.0,82.0,65.0,75.6666666667,78.4,37.0,25.0,7045.0,73.0,7.0,136.0,38.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,366.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,2684.0,8.0,5.0,21.0,29.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,0.0,0.0,82.0,65.0,75.6666666667,78.4,43.0,0.0,7670.0,118.0,11.0,96.0,186.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,7.0,82.0,65.0,75.6666666667,78.4,15.0,9.0,4363.0,25.0,7.0,148.0,85.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0.0,763.0,82.0,65.0,75.6666666667,78.4,33.0,14.0,7757.0,6.0,1.0,27.0,39.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0.0,150.0,82.0,65.0,75.6666666667,78.4,15.0,9.0,4360.0,36.0,1.0,81.0,12.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0.0,82.0,65.0,75.6666666667,78.4,45.0,16.0,8939.0,7.0,1.0,21.0,29.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,1,0,0,0,0,0,0,0,0,1,0,2,1,2,1,6,0.333333333333,7.0,82.0,65.0,75.6666666667,78.4,1.0,12.0,6565.0,22.0,3.0,47.0,29.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0.0,0.0,82.0,65.0,75.6666666667,78.4,12.0,9.0,4963.0,21.0,5.0,51.0,41.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.0,424.0,82.0,65.0,75.6666666667,78.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,1,0,0,0,0,0,0,0,0,1,0,2,1,2,1,4,0.5,8.0,82.0,65.0,75.6666666667,78.4,28.0,11.0,6455.0,11.0,8.0,90.0,89.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,9156.0,8.0,3.0,43.0,120.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,52.0,82.0,65.0,75.6666666667,78.4,1.0,14.0,7457.0,32.0,1.0,61.0,66.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
